Classification,Filename,Label
0.006751979,./temp-spectrograms/Fito & Fitipaldis - Por La Boca Vive El Pez.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0,./temp-spectrograms/Fito & Fitipaldis - Por La Boca Vive El Pez.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0,./temp-spectrograms/Fito & Fitipaldis - Por La Boca Vive El Pez.mogg_fixed.mogg_extract/9.wav.png,nonvocal
4.04E-24,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/0.wav.png,nonvocal
2.46E-08,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/1.wav.png,nonvocal
6.55E-08,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/2.wav.png,nonvocal
9.39E-13,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.008828179,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.052785285,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9905026,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/7.wav.png,vocal
0.99456394,./temp-spectrograms/Five Finger Death Punch - Hard to See.mogg_fixed.mogg_extract/8.wav.png,vocal
7.54E-17,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/0.wav.png,nonvocal
8.04E-08,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/10.wav.png,vocal
4.77E-20,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.90E-13,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.032124177,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.28517178,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/6.wav.png,nonvocal
4.21E-11,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/7.wav.png,nonvocal
1.21E-12,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/8.wav.png,nonvocal
1,./temp-spectrograms/Fleetwood Mac - Don't Stop.mogg_fixed.mogg_extract/9.wav.png,vocal
2.26E-07,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/0.wav.png,nonvocal
2.33E-07,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.02178169,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.021660188,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.9992982,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/12.wav.png,vocal
0.9992963,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/13.wav.png,vocal
2.59E-09,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/2.wav.png,nonvocal
2.54E-09,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.09E-26,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1.13E-26,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.05674218,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.056653153,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.16671771,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.16668864,./temp-spectrograms/Fleetwood Mac - Dreams.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.02E-15,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.05E-15,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.09E-19,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/10.wav.png,nonvocal
1.18E-19,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.9980135,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/12.wav.png,vocal
0.9980215,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/13.wav.png,vocal
0.000632824,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/14.wav.png,nonvocal
5.00E-12,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/15.wav.png,nonvocal
0.12326791,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/16.wav.png,nonvocal
0.11764054,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/17.wav.png,nonvocal
3.14E-05,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/2.wav.png,nonvocal
3.16E-05,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/3.wav.png,nonvocal
5.94E-05,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.000648081,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/5.wav.png,nonvocal
1.07E-05,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/6.wav.png,nonvocal
1.53E-15,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.000149185,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.002708907,./temp-spectrograms/Fleetwood Mac - Go Your Own Way.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/0.wav.png,nonvocal
9.31E-11,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.004433252,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.15591902,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.99976426,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/12.wav.png,vocal
0.99988174,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/13.wav.png,vocal
8.44E-11,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.07E-22,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.06717731,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.07291613,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.039427936,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.08798331,./temp-spectrograms/Fleetwood Mac - Rhiannon.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.99996114,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/10.wav.png,vocal
0.9999571,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/11.wav.png,vocal
0.010654306,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.03102763,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/13.wav.png,nonvocal
1.53E-24,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/2.wav.png,nonvocal
9.47E-30,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/3.wav.png,nonvocal
2.38E-08,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/4.wav.png,nonvocal
2.86E-08,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.018328,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.04294504,./temp-spectrograms/Flight Of The Conchords - Business Time.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0.014210303,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.031278454,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.43E-16,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.01E-15,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.34596866,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.7809598,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/5.wav.png,vocal
0.9999434,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/6.wav.png,vocal
0.9999571,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/7.wav.png,vocal
0.9989328,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/8.wav.png,vocal
0.99580884,./temp-spectrograms/Flight Of The Conchords - The Most Beautiful Girl In The Room.mogg_fixed.mogg_extract/9.wav.png,vocal
0,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.09942359,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.21752705,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/11.wav.png,nonvocal
6.25E-05,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/12.wav.png,nonvocal
1.53E-05,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.99616396,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/14.wav.png,vocal
0.9923384,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/15.wav.png,vocal
0.27083746,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.06221321,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/3.wav.png,nonvocal
3.82E-24,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/4.wav.png,nonvocal
3.58E-30,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/5.wav.png,nonvocal
1.82E-05,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/6.wav.png,nonvocal
1.26E-07,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/7.wav.png,nonvocal
3.46E-11,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/8.wav.png,nonvocal
3.79E-11,./temp-spectrograms/Flo Rida featuring T-Pain - Low (Travis Barker Remix).mogg_fixed.mogg_extract/9.wav.png,nonvocal
4.48E-11,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/0.wav.png,nonvocal
2.36E-10,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.17229879,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.14462596,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.9731103,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/12.wav.png,vocal
0.98816293,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/13.wav.png,vocal
0.000749015,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.000662772,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.23E-09,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/4.wav.png,nonvocal
4.57E-08,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/5.wav.png,nonvocal
7.69E-22,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/6.wav.png,nonvocal
5.18E-22,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.06020184,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.10872545,./temp-spectrograms/Flogging Molly - (No More) Paddy's Lament.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.63E-11,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/0.wav.png,nonvocal
8.13E-12,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.026673347,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.03358932,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.24147417,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.012140391,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.9980427,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/14.wav.png,vocal
0.9994024,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/15.wav.png,vocal
0.008035419,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.004308422,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/3.wav.png,nonvocal
3.09E-17,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/4.wav.png,nonvocal
7.96E-13,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.009323563,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.008246679,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/7.wav.png,nonvocal
2.01E-21,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/8.wav.png,nonvocal
1.10E-21,./temp-spectrograms/Flogging Molly - Requiem For A Dying Song.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.40E-10,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/0.wav.png,nonvocal
4.58E-10,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/1.wav.png,nonvocal
5.92E-10,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/10.wav.png,nonvocal
1.52E-08,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.05951103,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.27191105,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.99404436,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/14.wav.png,vocal
0.99265784,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/15.wav.png,vocal
0.000116699,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/2.wav.png,nonvocal
6.31E-05,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/3.wav.png,nonvocal
3.15E-09,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/4.wav.png,nonvocal
3.45E-08,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.011706783,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.003087516,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.061540414,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.12183867,./temp-spectrograms/Flogging Molly - The Seven Deadly Sins.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.96E-11,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/0.wav.png,nonvocal
6.36E-07,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/1.wav.png,nonvocal
3.77E-06,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/2.wav.png,nonvocal
2.26E-05,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/4.wav.png,nonvocal
8.86E-06,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/5.wav.png,nonvocal
5.37E-05,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.99912447,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/7.wav.png,vocal
0.99883825,./temp-spectrograms/Flyleaf - Again.mogg_fixed.mogg_extract/8.wav.png,vocal
1.43E-34,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/0.wav.png,nonvocal
4.50E-07,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.9999999,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/10.wav.png,vocal
1,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/11.wav.png,vocal
6.78E-08,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/2.wav.png,nonvocal
8.81E-19,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/3.wav.png,nonvocal
8.13E-06,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.006717174,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.000200834,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.9999621,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/8.wav.png,vocal
0.9999788,./temp-spectrograms/Flyleaf - I'm So Sick.mogg_fixed.mogg_extract/9.wav.png,vocal
0,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/0.wav.png,nonvocal
3.35E-09,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.002546746,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/10.wav.png,nonvocal
1.00E-11,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/2.wav.png,nonvocal
9.01E-08,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/4.wav.png,nonvocal
2.89E-09,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/5.wav.png,nonvocal
1.10E-09,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9999398,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/7.wav.png,vocal
0.9999534,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/8.wav.png,vocal
0.006047465,./temp-spectrograms/Foo Fighters - All My Life.mogg_fixed.mogg_extract/9.wav.png,nonvocal
2.21E-09,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/0.wav.png,nonvocal
2.80E-10,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.010851574,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.005424617,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.99968874,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/12.wav.png,vocal
0.99990463,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/13.wav.png,vocal
0.000490636,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/14.wav.png,nonvocal
0.000198245,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/15.wav.png,nonvocal
5.93E-06,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.90E-06,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/3.wav.png,nonvocal
2.51E-17,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/4.wav.png,nonvocal
7.32E-12,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/5.wav.png,nonvocal
6.47E-05,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/6.wav.png,nonvocal
6.61E-24,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/7.wav.png,nonvocal
3.87E-20,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/8.wav.png,nonvocal
8.58E-34,./temp-spectrograms/Foo Fighters - Best of You.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.06E-10,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.000253439,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.9403436,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/10.wav.png,vocal
0,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.44E-16,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.99035525,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/7.wav.png,vocal
0.9912684,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/8.wav.png,vocal
0.52926165,./temp-spectrograms/Foo Fighters - Breakout.mogg_fixed.mogg_extract/9.wav.png,vocal
0,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.00026483,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.035736118,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/5.wav.png,vocal
9.43E-06,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9999974,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/7.wav.png,vocal
0.99999964,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/8.wav.png,vocal
0.025164729,./temp-spectrograms/Foo Fighters - D.O.A.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0,./temp-spectrograms/Foo Fighters - Doll.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.1235286,./temp-spectrograms/Foo Fighters - Doll.mogg_fixed.mogg_extract/1.wav.png,nonvocal
5.66E-08,./temp-spectrograms/Foo Fighters - Doll.mogg_fixed.mogg_extract/10.wav.png,nonvocal
